,Name,Year,Location,Country,Status,Type,city,state,state_names,avg_temp_f,avg_temp_c
1235,John A. Roebling Suspension Bridge,1867,Cincinnati (OH),USA,in use,metal,Cincinnati,OH,Ohio,54.6,12.6
1236,John Day River Bridge,1975,Wasco County (OR),USA,in use,metal,Wasco County,OR,Oregon,50.6,10.3
1237,John E. Mathews Bridge,1953,Jacksonville (FL),USA,in use,metal,Jacksonville,FL,Florida,68.6,20.3
1238,John F. Kennedy Boulevard Bridge,1959,Philadelphia (PA),USA,in use,metal,Philadelphia,PA,Pennsylvania,55.9,13.3
1239,John F. Kennedy Memorial Bridge,1963,Louisville (KY),USA,in use,metal,Louisville,KY,Kentucky,58.2,14.6
1240,John Greenleaf Whittier Bridge,1951,- Amesbury (MA),USA,demolished,metal,Amesbury,MA,Massachusetts,47.9,8.8
1241,John McLoughlin Memorial Bridge,1933,Oregon City (OR),USA,in use,metal,Oregon City,OR,Oregon,54.7,12.6
1242,John P. Grace Memorial Bridge,1929,Charleston (SC),USA,demolished,metal,Charleston,SC,South Carolina,65.9,18.8
1243,John Philip Sousa Bridge,1940,Washington,USA,in use,metal,Washingto,WA,Washington,48.3,9.1
1244,John Seigenthaler Pedestrian Bridge,1909,Nashville (TN),USA,in use,metal,Nashville,TN,Tennessee,59.5,15.3
1245,John T. Alsop Bridge,1941,Jacksonville (FL),USA,in use,metal,Jacksonville,FL,Florida,68.6,20.3
1246,John T. Cunningham Memorial Bridge,1925,Clarksville (TN),USA,demolished,metal,Clarksville,TN,Tennessee,57.9,14.4
1247,Jonathon Hulton Bridge,1908,Harmar (PA),USA,in use,metal,Harmar,PA,Pennsylvania,48.8,9.3
1248,Jose P. Rizal Bridge,1911,Seattle (WA),USA,in use,metal,Seattle,WA,Washington,52.6,11.4
1249,Joso High Bridge,1912,- Franklin County (WA),USA,in use,metal,Franklin County,WA,Washington,48.3,9.1
1250,Judge William Seeber Bridge,1957,New Orleans (LA),USA,in use,metal,New Orleans,LA,Louisiana,68.7,20.4
1251,Judsonia Bridge,1924,Judsonia (AR),USA,in use,metal,Judsonia,AR,Arkansas,60.4,15.8
1252,Julia Butler Hansen Bridge,1939,Cathlamet (WA),USA,in use,metal,Cathlamet,WA,Washington,47.6,8.7
1253,Julien Dubuque Bridge,1943,Dubuque (IA),USA,in use,metal,Dubuque,IA,Iowa,47.3,8.5
1254,Juneau-Douglas Bridge,1935,Juneau (AK),USA,demolished,metal,Juneau,AK,Alaska,42.1,5.6
1255,Justice Harlan Fiske Stone Bridge,1937,Brattleboro (VT),USA,out of service,metal,Brattleboro,VT,Vermont,42.9,6.1
1256,Kaibab Trail Suspension Bridge,1928,Grand Canyon Village (AZ),USA,in use,metal,Grand Canyon Village,AZ,Arizona,60.3,15.7
1257,Kaiser Springs Bridge,1951,Wikieup (AZ),USA,in use,metal,Wikieup,AZ,Arizona,66.1,18.9
1258,Keddie Wye Trestle,1912,Plumas County (CA),USA,in use,metal,Plumas County,CA,California,59.4,15.2
1259,Keitel Road Bridge,1912,Orleans County (NY),USA,in use,metal,Orleans County,NY,New York,45.4,7.4
1260,Kendeda Canopy Walk,2010,Atlanta (GA),USA,in use,metal,Atlanta,GA,Georgia,62.6,17.0
1261,Kenilworth Avenue Bridge,1936,Glendale (CA),USA,in use,metal,Glendale,CA,California,61.3,16.3
1262,Kenneth F. Burns Memorial Bridge,2015,Worcester (MA),USA,in use,metal,Worcester,MA,Massachusetts,48.1,8.9
1263,Kentucky & Indiana Terminal Railroad Bridge,1912,Louisville (KY),USA,in use,metal,Louisville,KY,Kentucky,58.2,14.6
1264,Kentucky River Suspension Bridge,1810,Frankfort (KY),USA,demolished,metal,Frankfort,KY,Kentucky,55.5,13.1
1265,Kern Bridge,1873,Mankato (MN),USA,out of service,metal,Mankato,MN,Minnesota,48.0,8.9
1266,Kern River Bridge,1996,Bakersfield (CA),USA,in use,metal,Bakersfield,CA,California,65.2,18.4
1267,Kettle Falls Rail Bridge,1941,Kettle Falls (WA),USA,in use,metal,Kettle Falls,WA,Washington,48.3,9.1
1268,Kettle Falls Road Bridge,1941,Kettle Falls (WA),USA,in use,metal,Kettle Falls,WA,Washington,48.3,9.1
1269,Kilgore Bridge,1915,Kearney (NE),USA,in use,metal,Kearney,NE,Nebraska,50.0,10.0
1270,Kingery Highway S&S Bridge,1934,Lemont (IL),USA,in use,metal,Lemont,IL,Illinois,51.8,11.0
1271,Kingston-Port Ewen Suspension Bridge,1921,Kingston (NY),USA,in use,metal,Kingston,NY,New York,45.1,7.3
1272,Kingston-Rhinecliff Bridge,1957,East Kingston (NY),USA,in use,metal,East Kingston,NY,New York,45.4,7.4
1273,Kinzie Street Bridge,1908,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1274,Kinzua Viaduct,1882,Kushequa (PA),USA,demolished,metal,Kushequa,PA,Pennsylvania,48.8,9.3
1275,Kinzua Viaduct,1900,Kushequa (PA),USA,collapsed,metal,Kushequa,PA,Pennsylvania,48.8,9.3
1276,Kline's Bridge,1902,Allentown (PA),USA,demolished,metal,Allentown,PA,Pennsylvania,51.2,10.7
1277,Knapps Narrows Bridge,1998,Tilghman Island (MD),USA,in use,metal,Tilghman Island,MD,Maryland,54.2,12.3
1278,Knight's Key Bridge,1912,Marathon (FL),USA,out of service,metal,Marathon,FL,Florida,78.5,25.8
1279,Knights Landing Bascule Bridge,1933,- Knights Landing (CA),USA,in use,metal,Knights Landing,CA,California,16.6,-8.6
1280,Knowlesville Road Bridge,1910,Orleans County (NY),USA,in use,metal,Orleans County,NY,New York,45.4,7.4
1281,Kolekole Park Bridge,1950,Hawaii County (HI),USA,in use,metal,Hawaii County,HI,Hawaii,70.0,21.1
1282,Koocanusa Bridge,1970,Lincoln County (MT),USA,in use,metal,Lincoln County,MT,Montana,38.7,3.7
1283,Kosciuszko Bridge,2019,- New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1284,Krotz Springs Bridge,1934,Krotz Springs (LA),USA,demolished,metal,Krotz Springs,LA,Louisiana,66.4,19.1
1285,Kuskalana Bridge,1910,Chitina (AK),USA,in use,metal,Chitina,AK,Alaska,29.2,-1.6
1286,L & N Bridge,1897,Cincinnati (OH),USA,in use,metal,Cincinnati,OH,Ohio,54.6,12.6
1287,La Crosse Railroad Bridge,1876,La Crosse (WI),USA,in use,metal,La Crosse,WI,Wisconsin,47.4,8.6
1288,La Grange Road Bridge,1967,Cook County (IL),USA,in use,metal,Cook County,IL,Illinois,51.8,11.0
1289,Lafayette Avenue Bridge (East),1938,Bay City (MI),USA,in use,metal,Bay City,MI,Michigan,47.4,8.6
1290,Lafayette Bridge,1968,Saint Paul (MN),USA,in use,metal,Saint Paul,MN,Minnesota,47.1,8.4
1291,Lagoon Bridge,1869,Boston (MA),USA,in use,metal,Boston,MA,Massachusetts,51.3,10.7
1292,Lake Champlain Bridge,1929,Crown Point (NY),USA,demolished,metal,Crown Point,NY,New York,45.4,7.4
1293,Lake Champlain Bridge,2011,Crown Point (NY),USA,in use,metal,Crown Point,NY,New York,45.4,7.4
1294,Lake Oswego Railroad Bridge,1907,Lake Oswego (OR),USA,in use,metal,Lake Oswego,OR,Oregon,48.4,9.1
1295,Lake Street Bridge,1916,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1296,Lakefront Road Viaduct,1940,Cleveland (OH),USA,in use,metal,Cleveland,OH,Ohio,51.4,10.8
1297,Lakeside Road Bridge,1894,Orleans County (NY),USA,in use,metal,Orleans County,NY,New York,45.4,7.4
1298,Lamar River Bridge,1939,Park County (WY),USA,demolished,metal,Park County,WY,Wyoming,42.0,5.6
1299,Lamb-Fish Bridge,1905,Charleston (MS),USA,in use,metal,Charleston,MS,Mississippi,62.3,16.8
1300,Landenberg Road Bridge,1871,New Garden Township (PA),USA,demolished,metal,New Garden Township,PA,Pennsylvania,48.8,9.3
1301,Lattins Farm Drive Bridge,1911,Orleans County (NY),USA,in use,metal,Orleans County,NY,New York,45.4,7.4
1302,Laughery Creek Bridge,1878,Aurora (IN),USA,in use,metal,Aurora,IN,Indiana,51.7,10.9
1303,Leaburg Dam and Bridge,1929,Lane County (OR),USA,in use,metal,Lane County,OR,Oregon,48.4,9.1
1304,Lewis and Clark Bridge,1930,Longview (WA),USA,in use,metal,Longview,WA,Washington,48.3,9.1
1305,Lewiston & Concord Bridge,1899,Clarkston (WA),USA,demolished,metal,Clarkston,WA,Washington,49.7,9.8
1306,Lewiston-Queenston Bridge,1962,Lewiston (NY),USA,in use,metal,Lewiston,NY,New York,44.3,6.8
1307,Lewiston-Queenston Suspension Bridge,1899,Lewiston (NY),USA,demolished,metal,Lewiston,NY,New York,44.3,6.8
1308,Liberty Bend Bridge,1996,Jackson County (MO),USA,in use,metal,Jackson County,MO,Missouri,54.5,12.5
1309,Liberty Bridge,1986,Bay City (MI),USA,in use,metal,Bay City,MI,Michigan,47.4,8.6
1310,Liberty Bridge,1928,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1311,Liberty Falls Creek Bridge,1963,Valdez-Cordova (AK),USA,in use,metal,Valdez-Cordova,AK,Alaska,26.6,-3.0
1312,Liberty Memorial Bridge,1922,Bismarck (ND),USA,demolished,metal,Bismarck,ND,North Dakota,43.0,6.1
1313,Lincoln Highway Passaic River Bridge,1941,Newark (NJ),USA,in use,metal,Newark,NJ,New Jersey,54.9,12.7
1314,Lincoln Park Passerelle,1940,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1315,Linden Avenue Bridge,1909,Wilmette (IL),USA,in use,metal,Wilmette,IL,Illinois,51.8,11.0
1316,Lisco State Aid Bridge,1928,Lisco (NE),USA,in use,metal,Lisco,NE,Nebraska,48.2,9.0
1317,Little Bear Creek Bridge,1936,Franklin County (AL),USA,in use,metal,Franklin County,AL,Alabama,62.8,17.1
1318,Little Calumet River Halsted Street Bridge,1931,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1319,Little Chute-Kimberly Combined Locks Bridge,1954,Little Chute (WI),USA,in use,metal,Little Chute,WI,Wisconsin,43.1,6.2
1320,Little Hell Gate Bridge,1937,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1321,Livingston Avenue Bridge,1901,Albany (NY),USA,in use,metal,Albany,NY,New York,49.4,9.7
1322,Long Beach Bridge,1956,Long Beach (NY),USA,in use,metal,Long Beach,NY,New York,45.4,7.4
1323,Long Bridge,1943,Washington,USA,in use,metal,Washingto,WA,Washington,48.3,9.1
1324,Long Island Viaduct,1951,Boston (MA),USA,demolished,metal,Boston,MA,Massachusetts,51.3,10.7
1325,Long-Allen Bridge,1933,Shreveport (LA),USA,in use,metal,Shreveport,LA,Louisiana,65.7,18.7
1326,Longfellow Bridge,1906,Cambridge (MA),USA,in use,metal,Cambridge,MA,Massachusetts,47.9,8.8
1327,Loomis Street Bridge,1904,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1328,Loosveldt Bridge,1888,Rushville (NE),USA,in use,metal,Rushville,NE,Nebraska,46.4,8.0
1329,Lorain-Carnegie Bridge,1932,Cleveland (OH),USA,in use,metal,Cleveland,OH,Ohio,51.4,10.8
1330,Lordville Suspension Bridge,1904,Hancock (NY),USA,demolished,metal,Hancock,NY,New York,45.2,7.3
1331,Louie Morris Memorial Bridge,1958,- Hartwell (GA),USA,in use,metal,Hartwell,GA,Georgia,62.0,16.7
1332,Lovers Leap Bridge,1895,New Milford (CT),USA,out of service,metal,New Milford,CT,Connecticut,46.2,7.9
1333,Lower Hack Lift,1928,Jersey City (NJ),USA,in use,metal,Jersey City,NJ,New Jersey,52.6,11.4
1334,Lower Trenton Bridge,1928,Trenton (NJ),USA,in use,metal,Trenton,NJ,New Jersey,54.0,12.2
1335,Lowry Avenue Bridge,1958,Minneapolis (MN),USA,demolished,metal,Minneapolis,MN,Minnesota,46.3,7.9
1336,Lullwater Bridge,1889,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1337,Lumberville Pedestrian Bridge,1947,Lumberville (PA),USA,in use,metal,Lumberville,PA,Pennsylvania,48.8,9.3
1338,Lusted Road Bridge,1894,Sandy (OR),USA,in use,metal,Sandy,OR,Oregon,51.4,10.8
1339,Lyman Viaduct,1873,Colchester (CT),USA,buried,metal,Colchester,CT,Connecticut,48.7,9.3
1340,Lyons Ferry Bridge,1927,Starbuck (WA),USA,in use,metal,Starbuck,WA,Washington,50.1,10.1
1341,M. Harvey Taylor Memorial Bridge,1952,Harrisburg (PA),USA,in use,metal,Harrisburg,PA,Pennsylvania,53.2,11.8
1342,Mac Hoke Road Bridge,1950,Umatilla County (OR),USA,in use,metal,Umatilla County,OR,Oregon,54.1,12.3
1343,MacArthur Bridge,1917,Saint Louis (MO),USA,in use,metal,Saint Louis,MO,Missouri,54.5,12.5
1344,Mackinac Bridge,1957,Mackinaw City (MI),USA,in use,metal,Mackinaw City,MI,Michigan,42.2,5.7
1345,Macombs Dam Bridge,1895,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1346,Madison Avenue Bridge,1910,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1347,Madison Street Bridge,1922,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1348,Madison-Monroe Street Bridge,1957,Two Rivers (WI),USA,in use,metal,Two Rivers,WI,Wisconsin,44.3,6.8
1349,Main Avenue (Harold H. Burton Memorial) Bridge,1939,Cleveland (OH),USA,in use,metal,Cleveland,OH,Ohio,51.4,10.8
1350,Main Street Bridge,1888,Stamford (CT),USA,in use,metal,Stamford,CT,Connecticut,51.1,10.6
1351,Main Street Bridge,2010,Columbus (OH),USA,in use,metal,Columbus,OH,Ohio,53.4,11.9
1352,Main Street Bridge,1870,Clinton (NJ),USA,in use,metal,Clinton,NJ,New Jersey,50.0,10.0
1353,Main Street Footbridges,2000,Cincinnati (OH),USA,in use,metal,Cincinnati,OH,Ohio,54.6,12.6
1354,Manchester Bridge,1915,Pittsburgh (PA),USA,demolished,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1355,Manhattan Bridge,1912,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1356,Mansion Truss Bridge,1903,Altavista (VA),USA,demolished,metal,Altavista,VA,Virginia,55.1,12.8
1357,Maple Street Bridge,1958,Spokane (WA),USA,in use,metal,Spokane,WA,Washington,48.2,9.0
1358,Margaret Hunt Hill Bridge,2012,Dallas (TX),USA,in use,metal,Dallas,TX,Texas,66.3,19.1
1359,Marietta-Williamstown Interstate Bridge,1967,Marietta (OH),USA,in use,metal,Marietta,OH,Ohio,53.7,12.1
1360,Marine Parkway Gil Hodges Memorial Bridge,1937,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1361,Marion Street Bridge,1953,Salem (OR),USA,in use,metal,Salem,OR,Oregon,53.0,11.7
1362,Mark Twain Memorial Bridge,1936,Hannibal (MO),USA,demolished,metal,Hannibal,MO,Missouri,53.0,11.7
1363,Mark Twain Memorial Bridge,2000,Hannibal (MO),USA,in use,metal,Hannibal,MO,Missouri,53.0,11.7
1364,Market Street Bridge,1940,Cambridge (MD),USA,in use,metal,Cambridge,MD,Maryland,56.7,13.7
1365,Market Street Bridge,1917,Chattanooga (TN),USA,in use,metal,Chattanooga,TN,Tennessee,60.9,16.1
1366,Maroon Creek Trestle,1888,Aspen (CO),USA,in use,metal,Aspen,CO,Colorado,40.8,4.9
1367,Marquam Bridge,1966,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
1368,Marquette-Jolliet Bridge,1975,Prairie du Chien (WI),USA,in use,metal,Prairie du Chien,WI,Wisconsin,43.1,6.2
1369,Marshall Road Bridge,1909,Orleans County (NY),USA,in use,metal,Orleans County,NY,New York,45.4,7.4
1370,Matthew E. Welsh Bridge,1966,Brandenburg (KY),USA,in use,metal,Brandenburg,KY,Kentucky,55.6,13.1
1371,Maupin Bridge,1929,Wasco County (OR),USA,in use,metal,Wasco County,OR,Oregon,50.6,10.3
1372,Maury River Bridges,1978,Rockbridge County (VA),USA,in use,metal,Rockbridge County,VA,Virginia,55.1,12.8
1373,Maxwell Bridge,1949,Napa (CA),USA,in use,metal,Napa,CA,California,56.7,13.7
1374,McClugage Bridge,1948,Peoria (IL),USA,in use,metal,Peoria,IL,Illinois,51.9,11.1
1375,McClugage Bridge,1982,Peoria (IL),USA,in use,metal,Peoria,IL,Illinois,51.9,11.1
1376,McConnelsville Bridge,1913,McConnelsville (OH),USA,in use,metal,McConnelsville,OH,Ohio,52.2,11.2
1377,McDonald Bridge,1914,Saint Helens (OR),USA,dismantled,metal,Saint Helens,OR,Oregon,48.4,9.1
1378,McKees Rocks Bridge,1931,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1379,McKinley Bridge,1910,Saint Louis (MO),USA,in use,metal,Saint Louis,MO,Missouri,54.5,12.5
1380,McLoughlin Boulevard Pedestrian Bridge,2006,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
1381,McPhaul Bridge,1929,Dome (AZ),USA,out of service,metal,Dome,AZ,Arizona,60.3,15.7
1382,Melrose Road Bridge,1888,East Windsor (CT),USA,out of service,metal,East Windsor,CT,Connecticut,49.0,9.4
1383,Melville Bridge,1929,- Melville (LA),USA,in use,metal,Melville,LA,Louisiana,66.4,19.1
1384,Memorial Bridge,1949,Augusta (ME),USA,in use,metal,Augusta,ME,Maine,45.0,7.2
1385,Memorial Drive Bridge,1940,Cambridge (MA),USA,in use,metal,Cambridge,MA,Massachusetts,47.9,8.8
1386,Memphis-Arkansas Bridge,1949,Memphis (TN),USA,in use,metal,Memphis,TN,Tennessee,62.3,16.8
1387,Meramec River Bridge (MO 21),1941,Saint Louis County (MO),USA,in use,metal,Saint Louis County,MO,Missouri,54.5,12.5
1388,Meridian Highway Bridge,1924,Yankton (SD),USA,in use,metal,Yankton,SD,South Dakota,47.0,8.3
1389,Meridian Sacramento River Bridge,1977,Meridian (CA),USA,in use,metal,Meridian,CA,California,59.4,15.2
1390,Merriam Street Bridge,1887,Minneapolis (MN),USA,in use,metal,Minneapolis,MN,Minnesota,46.3,7.9
1391,Metaline Falls Bridge,1952,Metaline Falls (WA),USA,in use,metal,Metaline Falls,WA,Washington,45.1,7.3
1392,Michigan Avenue Bridge,1920,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1393,Michigan Central Railway Bridge,1925,Niagara Falls (NY),USA,out of service,metal,Niagara Falls,NY,New York,47.7,8.7
1394,Middle Fork Nooksack River Bridge,1951,Whatcom County (WA),USA,in use,metal,Whatcom County,WA,Washington,48.3,9.1
1395,Middle Fork of Flathead River Bridge,1938,Flathead County (MT),USA,in use,metal,Flathead County,MT,Montana,42.7,5.9
1396,Midland Fredericktown Road Bridge,1893,Fredericktown (OH),USA,in use,metal,Fredericktown,OH,Ohio,50.7,10.4
1397,Milford-Montague Toll Bridge,1953,- Montague (NJ),USA,in use,metal,Montague,NJ,New Jersey,46.4,8.0
1398,Mill Creek Bridge,2001,Tioga (PA),USA,in use,metal,Tioga,PA,Pennsylvania,48.8,9.3
1399,Miller Creek Bridge,1933,Thebes (IL),USA,in use,metal,Thebes,IL,Illinois,51.8,11.0
1400,Million Dollar Bridge,1911,Cordova (AK),USA,in use,metal,Cordova,AK,Alaska,39.7,4.3
1401,Milton Madison Bridge,2014,Madison (IN),USA,in use,metal,Madison,IN,Indiana,53.0,11.7
1402,Milton Madison Bridge,1929,Madison (IN),USA,in use,metal,Madison,IN,Indiana,53.0,11.7
1403,Milwaukee Road Bridge,1981,Hastings (MN),USA,in use,metal,Hastings,MN,Minnesota,45.6,7.6
1404,Minneapolis & Saint Louis Bridge,1917,Carver (MN),USA,demolished,metal,Carver,MN,Minnesota,41.2,5.1
1405,Minortown Road Bridge,1890,Woodbury (CT),USA,in use,metal,Woodbury,CT,Connecticut,50.0,10.0
1406,Mississippi River Bridge #15,1916,Saint Paul (MN),USA,in use,metal,Saint Paul,MN,Minnesota,47.1,8.4
1407,Mississippi River Pipeline Bridge,1955,Grand Tower (IL),USA,in use,metal,Grand Tower,IL,Illinois,57.8,14.3
1408,Missouri-Kansas-Texas Bridge,1932,Boonville (MO),USA,out of service,metal,Boonville,MO,Missouri,54.3,12.4
1409,Modrow Road Bridge,1958,Cowlitz County (WA),USA,in use,metal,Cowlitz County,WA,Washington,48.3,9.1
1410,Mohawk River Bridge,1959,Albany County (NY),USA,in use,metal,Albany County,NY,New York,49.4,9.7
1411,Mohawk River Bridge,1891,Albany County (NY),USA,in use,metal,Albany County,NY,New York,49.4,9.7
1412,Molalla River Bridge,1936,Clackamas County (OR),USA,in use,metal,Clackamas County,OR,Oregon,48.4,9.1
1413,Moline-Arsenal Bridge,1982,Moline (IL),USA,in use,metal,Moline,IL,Illinois,50.7,10.4
1414,Monaca-East Rochester Bridge,1959,- East Rochester (PA),USA,in use,metal,East Rochester,PA,Pennsylvania,48.8,9.3
1415,Monaca-Rochester Suspension Bridge,1896,Monaca (PA),USA,demolished,metal,Monaca,PA,Pennsylvania,48.8,9.3
1416,Monongahela Connecting Railroad Bridge,1887,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1417,Monroe Street Bridge,1890,Spokane (WA),USA,demolished,metal,Spokane,WA,Washington,48.2,9.0
1418,Monroe Street Bridge,1919,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1419,Montopolis Bridge,1938,Austin (TX),USA,in use,metal,Austin,TX,Texas,68.5,20.3
1420,Moody Pedestrian Bridge,2016,Austin (TX),USA,in use,metal,Austin,TX,Texas,68.5,20.3
1421,Mores Creek Bridge,1953,Ada County (ID),USA,,metal,Ada County,ID,Idaho,44.4,6.9
1422,Moseley Wrought Iron Arch Bridge,1864,North Andover (MA),USA,in use,metal,North Andover,MA,Massachusetts,49.2,9.6
1423,Moser Channel Bridge,1912,Marathon (FL),USA,out of service,metal,Marathon,FL,Florida,78.5,25.8
1424,Mount Hope Bridge,1929,Portsmouth (RI),USA,in use,metal,Portsmouth,RI,Rhode Island,50.1,10.1
1425,Moyie River Canyon Bridge,1964,Moyie Springs (ID),USA,in use,metal,Moyie Springs,ID,Idaho,44.4,6.9
1426,Murray Baker Bridge,1958,Peoria (IL),USA,in use,metal,Peoria,IL,Illinois,51.9,11.1
1427,Murray Morgan Bridge,1913,Tacoma (WA),USA,in use,metal,Tacoma,WA,Washington,53.5,11.9
1428,Musconetcong Bridge,1868,New Hampton (NJ),USA,out of service,metal,New Hampton,NJ,New Jersey,52.7,11.5
1429,Muskingum River Conveyor Bridge,1956,Center Township (OH),USA,demolished,metal,Center Township,OH,Ohio,50.7,10.4
1430,Mystic Bascule Bridge,1920,Mystic (CT),USA,in use,metal,Mystic,CT,Connecticut,49.0,9.4
1431,Naches River Railroad Bridge,1895,Yakima (WA),USA,in use,metal,Yakima,WA,Washington,49.7,9.8
1432,Natchez-Vidalia Bridge,1940,- Natchez (MS),USA,in use,metal,Natchez,MS,Mississippi,66.4,19.1
1433,Natchez-Vidalia Bridge,1988,Vidalia (LA),USA,in use,metal,Vidalia,LA,Louisiana,59.0,15.0
1434,Navajo Arch Bridge,1929,Lee's Ferry (AZ),USA,in use,metal,Lee's Ferry,AZ,Arizona,60.3,15.7
1435,Navajo Bridge,1997,Lee's Ferry (AZ),USA,in use,metal,Lee's Ferry,AZ,Arizona,60.3,15.7
1436,Navarro Street Bridge,1922,San Antonio (TX),USA,in use,metal,San Antonio,TX,Texas,69.1,20.6
1437,Necarney Creek Bridge,1937,Neahkahnie Beach (OR),USA,in use,metal,Neahkahnie Beach,OR,Oregon,48.4,9.1
1438,Neches River Bridge,1952,Beaumont (TX),USA,in use,metal,Beaumont,TX,Texas,68.3,20.2
1439,Neches River Lift Bridge,1941,Beaumont (TX),USA,in use,metal,Beaumont,TX,Texas,68.3,20.2
1440,Neligh Mill Bridge,1910,Neligh (NE),USA,in use,metal,Neligh,NE,Nebraska,47.3,8.5
1441,Neshanic Station Lenticular Truss Bridge,1896,Neshanic Station (NJ),USA,in use,metal,Neshanic Station,NJ,New Jersey,52.7,11.5
1442,Netherland Bridge,2005,Jackson County (OR),USA,in use,metal,Jackson County,OR,Oregon,48.4,9.1
1443,New BNSF Plattsmouth Rail Bridge,2013,Plattsmouth (NE),USA,in use,metal,Plattsmouth,NE,Nebraska,49.0,9.4
1444,New Chain of Rocks Bridge,1966,Madison County (IL),USA,in use,metal,Madison County,IL,Illinois,51.8,11.0
1445,New Harmony Bridge,1930,New Harmony (IN),USA,out of service,metal,New Harmony,IN,Indiana,49.9,9.9
1446,New Hope-Lambertville Bridge,1904,- New Hope (PA),USA,in use,metal,New Hope,PA,Pennsylvania,48.8,9.3
1447,New Johnsonville Railroad Bridge,1945,- New Johnsonville (TN),USA,in use,metal,New Johnsonville,TN,Tennessee,59.1,15.1
